0,1,-1,621,123,660,170,mask
1,1,-1,621,123,660,170,mask
2,1,-1,621,123,660,169,mask
3,1,-1,621,123,660,169,mask
4,1,-1,621,123,659,169,mask
5,1,-1,621,123,659,169,mask
6,1,-1,620,123,658,169,mask
7,1,-1,620,123,658,169,mask
8,1,-1,621,123,659,169,mask
9,1,-1,621,123,659,169,mask
10,1,-1,621,124,657,167,mask
11,1,-1,619,122,656,167,mask
12,1,-1,619,122,656,167,mask
13,1,-1,619,124,655,167,mask
14,1,-1,619,124,655,167,mask
15,1,-1,620,128,653,168,mask
16,1,-1,620,128,653,168,mask
17,1,-1,619,129,650,167,mask
18,1,-1,617,128,649,166,mask
19,1,-1,613,126,649,169,mask
20,1,-1,613,126,649,169,mask
21,1,-1,613,126,648,169,mask
22,1,-1,613,126,649,169,mask
23,1,-1,613,125,649,168,mask
24,1,-1,614,128,647,168,mask
25,1,-1,614,128,647,168,mask
26,1,-1,612,127,647,169,mask
27,1,-1,612,127,647,169,mask
28,1,-1,613,128,647,170,mask
29,1,-1,612,128,645,168,mask
30,1,-1,612,128,645,168,mask
31,1,-1,612,128,645,168,mask
32,1,-1,610,128,644,169,mask
33,1,-1,610,129,642,167,mask
34,1,-1,609,130,640,167,mask
35,1,-1,608,128,641,167,mask
36,1,-1,607,129,639,168,mask
37,1,-1,605,129,637,168,mask
38,1,-1,605,129,637,168,mask
39,1,-1,602,128,635,168,mask
40,1,-1,598,128,630,166,mask
41,1,-1,598,128,630,166,mask
42,1,-1,594,129,624,165,mask
43,1,-1,592,128,624,166,mask
44,1,-1,590,128,621,166,mask
45,1,-1,587,128,620,167,mask
46,1,-1,584,129,615,167,mask
47,1,-1,584,129,615,167,mask
48,1,-1,579,129,611,168,mask
49,1,-1,579,129,611,168,mask
50,2,-1,572,129,605,168,mask,-1,613,114,659,169,mask
51,2,-1,572,129,605,168,mask,-1,613,114,659,169,mask
52,2,-1,566,128,600,169,mask,-1,604,113,651,169,mask
53,2,-1,566,128,600,169,mask,-1,604,113,651,169,mask
54,2,-1,563,129,595,168,mask,-1,600,114,647,170,mask
55,2,-1,556,126,591,168,mask,-1,590,114,638,171,mask
56,2,-1,556,126,591,168,mask,-1,590,114,638,171,mask
57,2,-1,552,126,587,169,mask,-1,586,114,634,172,mask
58,2,-1,552,126,587,169,mask,-1,586,114,634,172,mask
59,2,-1,546,126,581,169,mask,-1,577,115,624,171,mask
60,2,-1,542,125,578,168,mask,-1,574,114,621,170,mask
61,2,-1,542,125,578,168,mask,-1,574,114,621,170,mask
62,2,-1,534,123,571,168,mask,-1,564,112,612,169,mask
63,2,-1,530,123,568,169,mask,-1,559,110,608,169,mask
64,2,-1,530,123,568,169,mask,-1,559,110,608,169,mask
65,2,-1,530,123,568,169,mask,-1,559,110,608,169,mask
66,2,-1,522,122,561,169,mask,-1,551,110,601,169,mask
67,2,-1,514,125,551,169,mask,-1,541,108,591,168,mask
68,2,-1,514,125,551,169,mask,-1,541,108,591,168,mask
69,2,-1,505,127,542,171,mask,-1,533,105,585,167,mask
70,2,-1,505,127,542,171,mask,-1,533,105,585,167,mask
71,2,-1,494,129,531,173,mask,-1,526,106,576,166,mask
72,2,-1,493,131,526,171,mask,-1,521,105,573,167,mask
73,2,-1,486,127,522,170,mask,-1,518,106,569,168,mask
74,2,-1,479,124,517,169,mask,-1,514,106,565,167,mask
75,2,-1,475,123,513,169,mask,-1,511,106,563,168,mask
76,2,-1,473,126,507,167,mask,-1,507,107,559,169,mask
77,2,-1,470,126,503,166,mask,-1,503,108,555,170,mask
78,2,-1,470,126,503,166,mask,-1,503,108,555,170,mask
79,2,-1,460,124,494,165,mask,-1,495,110,546,171,mask
80,2,-1,460,124,494,165,mask,-1,495,110,546,171,mask
81,2,-1,453,124,486,163,mask,-1,485,111,536,172,mask
82,2,-1,453,124,486,163,mask,-1,485,111,536,172,mask
83,2,-1,447,122,480,162,mask,-1,475,110,526,171,mask
84,2,-1,443,123,476,163,mask,-1,471,110,522,171,mask
85,2,-1,443,128,472,163,mask,-1,467,110,517,170,mask
86,2,-1,438,127,469,164,mask,-1,462,109,513,170,mask
87,2,-1,435,129,465,165,mask,-1,457,109,508,169,mask
88,2,-1,427,127,461,168,mask,-1,452,108,502,168,mask
89,2,-1,420,126,456,169,mask,-1,448,108,498,168,mask
90,2,-1,410,124,448,169,mask,-1,438,108,489,169,mask
91,2,-1,406,125,442,168,mask,-1,434,108,485,169,mask
92,2,-1,406,125,442,168,mask,-1,434,108,485,169,mask
